repair_id,product_id,sku,component_id,component_type,failure_date,failure_type,failure_description,repair_status,repair_cost,replacement_cost,downtime_days,warranty_claim
R0000140,P000212,LP-SAMSUNG-SLIM-NKE-2021,MB-SAMSUNG-SLIM-NKE-2021,Motherboard,2025-04-28,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,208.27,435.2,9,False
R0000141,P000213,LP-ASUS-NITRO-VU5-2018,BAT-ASUS-NITRO-VU5-2018,Battery,2023-08-04,Battery degradation,Battery degradation reported for battery.,Component Replaced,131.95,131.95,1,False
R0000142,P000217,LP-HP-SLIM-85Q-2025,MB-HP-SLIM-85Q-2025,Motherboard,2025-01-10,Boot failure,Boot failure reported for motherboard.,Repaired,298.78,540.4,10,True
R0000143,P000219,LP-MSI-AIR-TOZ-2024,MB-MSI-AIR-TOZ-2024,Motherboard,2024-05-15,Boot failure,Boot failure reported for motherboard.,Component Replaced,454.21,454.21,13,True
R0000144,P000219,LP-MSI-AIR-TOZ-2024,KBD-MSI-AIR-TOZ-2024,Keyboard,2025-07-07,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,32.59,86.08,1,False
R0000145,P000220,LP-HP-CREATOR-33E-2024,MB-HP-CREATOR-33E-2024,Motherboard,2026-03-07,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,284.01,520.86,11,False
R0000146,P000220,LP-HP-CREATOR-33E-2024,RAM-HP-CREATOR-33E-2024,RAM,2025-08-07,RAM module failure,RAM module failure reported for ram.,Component Replaced,160.14,160.14,3,True
R0000147,P000221,LP-ASUS-LEGION-SJG-2024,BAT-ASUS-LEGION-SJG-2024,Battery,2024-12-19,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,205.78,205.78,2,True
R0000148,P000224,LP-DELL-ZEN-ADC-2022,BAT-DELL-ZEN-ADC-2022,Battery,2022-02-20,Battery swelling,Battery swelling reported for battery.,Repaired,46.96,130.21,2,True
R0000149,P000226,LP-LENOVO-NITRO-3F9-2023,KBD-LENOVO-NITRO-3F9-2023,Keyboard,2025-05-02,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,61.46,61.46,4,True
R0000150,P000228,LP-APPLE-CREATOR-OED-2025,DSP-APPLE-CREATOR-OED-2025,Display,2025-10-07,Backlight failure,Backlight failure reported for display.,Repaired,277.04,473.99,4,True
R0000151,P000229,LP-ACER-CREATOR-V4O-2025,BAT-ACER-CREATOR-V4O-2025,Battery,2025-12-03,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,119.05,221.61,1,True
R0000152,P000230,LP-APPLE-PRO-E07-2025,DSP-APPLE-PRO-E07-2025,Display,2025-07-20,Screen flickering,Screen flickering reported for display.,Repaired,258.89,444.39,6,True
R0000153,P000231,LP-ASUS-STEALTH-83E-2022,DSP-ASUS-STEALTH-83E-2022,Display,2026-07-27,Backlight failure,Backlight failure reported for display.,Component Replaced,318.35,318.35,3,False
R0000154,P000231,LP-ASUS-STEALTH-83E-2022,KBD-ASUS-STEALTH-83E-2022,Keyboard,2025-10-02,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,36.78,67.03,3,False
R0000155,P000233,LP-SAMSUNG-ZEN-YDD-2020,MB-SAMSUNG-ZEN-YDD-2020,Motherboard,2024-06-01,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,620.28,620.28,6,False
R0000156,P000233,LP-SAMSUNG-ZEN-YDD-2020,DSP-SAMSUNG-ZEN-YDD-2020,Display,2020-01-02,Backlight failure,Backlight failure reported for display.,Component Replaced,485.67,485.67,3,True
R0000157,P000239,LP-HP-ZEN-AZF-2022,SSD-HP-ZEN-AZF-2022,SSD,2023-02-26,Read/write errors,Read/write errors reported for ssd.,Component Replaced,242.14,242.14,5,False
R0000158,P000241,LP-SAMSUNG-PRO-D1Y-2023,DSP-SAMSUNG-PRO-D1Y-2023,Display,2023-11-26,Dead pixels,Dead pixels reported for display.,Component Replaced,388.81,388.81,6,True
R0000159,P000246,LP-HP-ZEN-LIB-2019,BAT-HP-ZEN-LIB-2019,Battery,2026-08-15,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,36.61,85.08,1,False
R0000160,P000247,LP-LENOVO-PRO-IZO-2023,KBD-LENOVO-PRO-IZO-2023,Keyboard,2025-02-01,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,36.79,88.13,4,False
R0000161,P000249,LP-ASUS-STEALTH-MS2-2023,BAT-ASUS-STEALTH-MS2-2023,Battery,2024-03-28,Battery swelling,Battery swelling reported for battery.,Component Replaced,184.68,184.68,4,True
R0000162,P000254,LP-ACER-SLIM-6TL-2022,MB-ACER-SLIM-6TL-2022,Motherboard,2024-05-25,System instability,System instability reported for motherboard.,Component Replaced,489.59,489.59,6,True
R0000163,P000259,LP-MSI-ZEN-DHC-2018,BAT-MSI-ZEN-DHC-2018,Battery,2026-05-25,Battery degradation,Battery degradation reported for battery.,Component Replaced,140.54,140.54,2,False
R0000164,P000262,LP-ASUS-SLIM-2UL-2025,MB-ASUS-SLIM-2UL-2025,Motherboard,2025-11-29,System instability,System instability reported for motherboard.,End of Life,51.83,275.57,8,True
R0000165,P000262,LP-ASUS-SLIM-2UL-2025,DSP-ASUS-SLIM-2UL-2025,Display,2026-01-07,Display failure,Display failure reported for display.,Repaired,120.27,219.04,4,True
R0000166,P000263,LP-MSI-PRO-TOA-2021,BAT-MSI-PRO-TOA-2021,Battery,2023-02-25,Battery swelling,Battery swelling reported for battery.,Repaired,53.19,105.47,4,False
R0000167,P000266,LP-SAMSUNG-LEGION-QMI-2023,DSP-SAMSUNG-LEGION-QMI-2023,Display,2024-11-08,Dead pixels,Dead pixels reported for display.,Repaired,205.87,375.8,3,False
R0000168,P000270,LP-ASUS-NITRO-SIX-2018,BAT-ASUS-NITRO-SIX-2018,Battery,2025-05-12,Battery swelling,Battery swelling reported for battery.,Repaired,36.49,142.89,3,False
R0000169,P000270,LP-ASUS-NITRO-SIX-2018,KBD-ASUS-NITRO-SIX-2018,Keyboard,2025-06-20,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,29.84,74.29,4,False
R0000170,P000277,LP-RAZER-ZEN-B8E-2023,RAM-RAZER-ZEN-B8E-2023,RAM,2025-12-08,Memory instability,Memory instability reported for ram.,Component Replaced,94.77,94.77,3,True
R0000171,P000279,LP-LENOVO-AIR-KLG-2018,MB-LENOVO-AIR-KLG-2018,Motherboard,2021-04-04,System instability,System instability reported for motherboard.,Component Replaced,442.06,442.06,7,False
R0000172,P000285,LP-LENOVO-LEGION-0UI-2021,BAT-LENOVO-LEGION-0UI-2021,Battery,2024-04-15,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,147.68,260.15,1,False
R0000173,P000287,LP-LENOVO-SLIM-W3B-2025,SSD-LENOVO-SLIM-W3B-2025,SSD,2025-07-07,Read/write errors,Read/write errors reported for ssd.,Component Replaced,191.98,191.98,2,True
R0000174,P000289,LP-HP-AIR-H99-2021,MB-HP-AIR-H99-2021,Motherboard,2021-07-13,Power failure,Power failure reported for motherboard.,Component Replaced,325.03,325.03,6,True
R0000175,P000291,LP-HP-PRO-STT-2020,BAT-HP-PRO-STT-2020,Battery,2021-01-10,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,136.61,136.61,3,False
R0000176,P000295,LP-ASUS-SLIM-WN7-2023,MB-ASUS-SLIM-WN7-2023,Motherboard,2025-12-06,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,613.96,613.96,13,False
R0000177,P000295,LP-ASUS-SLIM-WN7-2023,DSP-ASUS-SLIM-WN7-2023,Display,2025-07-18,Dead pixels,Dead pixels reported for display.,Component Replaced,479.47,479.47,9,False
R0000178,P000299,LP-SAMSUNG-THINK-HFF-2023,DSP-SAMSUNG-THINK-HFF-2023,Display,2025-06-22,Dead pixels,Dead pixels reported for display.,Component Replaced,432.02,432.02,3,False
R0000179,P000301,LP-LENOVO-SLIM-9OR-2023,BAT-LENOVO-SLIM-9OR-2023,Battery,2024-12-02,Battery degradation,Battery degradation reported for battery.,Component Replaced,186.99,186.99,2,False
R0000180,P000302,LP-HP-CREATOR-SVR-2024,MB-HP-CREATOR-SVR-2024,Motherboard,2024-05-18,Boot failure,Boot failure reported for motherboard.,Component Replaced,639.73,639.73,5,True
R0000181,P000305,LP-APPLE-NITRO-VR5-2021,DSP-APPLE-NITRO-VR5-2021,Display,2026-06-26,Dead pixels,Dead pixels reported for display.,Repaired,150.52,316.86,5,False
R0000182,P000307,LP-DELL-THINK-EBI-2023,MB-DELL-THINK-EBI-2023,Motherboard,2026-04-21,Boot failure,Boot failure reported for motherboard.,Repaired,206.19,472.02,9,False
R0000183,P000307,LP-DELL-THINK-EBI-2023,SSD-DELL-THINK-EBI-2023,SSD,2023-03-07,Performance degradation,Performance degradation reported for ssd.,Component Replaced,184.39,184.39,4,True
R0000184,P000308,LP-LENOVO-STEALTH-J6U-2024,MB-LENOVO-STEALTH-J6U-2024,Motherboard,2024-03-02,System instability,System instability reported for motherboard.,Repaired,229.51,554.64,10,True
R0000185,P000315,LP-HP-STEALTH-X9L-2025,BAT-HP-STEALTH-X9L-2025,Battery,2025-09-23,Battery not charging,Battery not charging reported for battery.,Repaired,50.42,125.55,4,True
R0000186,P000316,LP-HP-THINK-GVD-2024,RAM-HP-THINK-GVD-2024,RAM,2025-07-22,System crashes,System crashes reported for ram.,Component Replaced,224.16,224.16,1,True
R0000187,P000317,LP-APPLE-CREATOR-AEV-2023,BAT-APPLE-CREATOR-AEV-2023,Battery,2026-02-13,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,116.95,233.95,4,False
R0000188,P000317,LP-APPLE-CREATOR-AEV-2023,KBD-APPLE-CREATOR-AEV-2023,Keyboard,2024-07-04,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,118.18,118.18,5,True
R0000189,P000319,LP-SAMSUNG-SLIM-FO1-2024,BAT-SAMSUNG-SLIM-FO1-2024,Battery,2024-08-11,Battery degradation,Battery degradation reported for battery.,Component Replaced,234.98,234.98,3,True
R0000190,P000320,LP-ACER-PRO-D1C-2023,MB-ACER-PRO-D1C-2023,Motherboard,2024-02-19,Boot failure,Boot failure reported for motherboard.,Component Replaced,705.37,705.37,10,False
R0000191,P000321,LP-ASUS-AIR-6GR-2022,KBD-ASUS-AIR-6GR-2022,Keyboard,2024-11-27,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,108.3,108.3,1,False
R0000192,P000322,LP-ASUS-ZEN-17Q-2019,BAT-ASUS-ZEN-17Q-2019,Battery,2023-12-02,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,216.06,216.06,3,False
R0000193,P000324,LP-LENOVO-LEGION-37C-2020,DSP-LENOVO-LEGION-37C-2020,Display,2020-07-29,Backlight failure,Backlight failure reported for display.,Component Replaced,173.75,173.75,5,True
R0000194,P000325,LP-LENOVO-BLADE-V19-2020,SSD-LENOVO-BLADE-V19-2020,SSD,2022-10-15,Drive not detected,Drive not detected reported for ssd.,Component Replaced,229.01,229.01,7,False
R0000195,P000326,LP-ASUS-NITRO-J7K-2019,DSP-ASUS-NITRO-J7K-2019,Display,2024-09-27,Screen flickering,Screen flickering reported for display.,Component Replaced,205.61,205.61,4,False
R0000196,P000327,LP-LENOVO-SLIM-GR3-2019,DSP-LENOVO-SLIM-GR3-2019,Display,2020-01-11,Backlight failure,Backlight failure reported for display.,Component Replaced,443.08,443.08,7,True
R0000197,P000330,LP-DELL-ZEN-OT6-2022,MB-DELL-ZEN-OT6-2022,Motherboard,2022-03-13,Power failure,Power failure reported for motherboard.,Component Replaced,586.69,586.69,8,True
R0000198,P000333,LP-DELL-PRO-4YX-2022,DSP-DELL-PRO-4YX-2022,Display,2023-08-12,Display failure,Display failure reported for display.,Component Replaced,465.43,465.43,5,True
R0000199,P000335,LP-SAMSUNG-NITRO-17Z-2022,MB-SAMSUNG-NITRO-17Z-2022,Motherboard,2025-05-27,Boot failure,Boot failure reported for motherboard.,Component Replaced,342.6,342.6,13,False
R0000200,P000336,LP-APPLE-CREATOR-MAP-2022,MB-APPLE-CREATOR-MAP-2022,Motherboard,2024-05-12,Power failure,Power failure reported for motherboard.,Repaired,339.26,661.62,5,False
R0000201,P000336,LP-APPLE-CREATOR-MAP-2022,BAT-APPLE-CREATOR-MAP-2022,Battery,2025-12-02,Battery not charging,Battery not charging reported for battery.,Repaired,76.08,244.65,3,False
R0000202,P000337,LP-MSI-NITRO-SEA-2024,DSP-MSI-NITRO-SEA-2024,Display,2024-10-25,Display failure,Display failure reported for display.,Component Replaced,373.41,373.41,5,True
R0000203,P000338,LP-LENOVO-AIR-HLB-2023,MB-LENOVO-AIR-HLB-2023,Motherboard,2025-12-19,Power failure,Power failure reported for motherboard.,Component Replaced,452.34,452.34,5,False
R0000204,P000339,LP-ACER-SLIM-HU2-2025,BAT-ACER-SLIM-HU2-2025,Battery,2025-02-11,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,138.51,262.82,4,True
R0000205,P000340,LP-HP-THINK-BTD-2019,MB-HP-THINK-BTD-2019,Motherboard,2022-07-06,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,580.74,580.74,13,False
R0000206,P000340,LP-HP-THINK-BTD-2019,RAM-HP-THINK-BTD-2019,RAM,2025-07-25,RAM module failure,RAM module failure reported for ram.,Repaired,65.35,198.77,1,False
R0000207,P000341,LP-DELL-BLADE-PIK-2021,KBD-DELL-BLADE-PIK-2021,Keyboard,2024-02-14,Key failure,Key failure reported for keyboard.,End of Life,23.83,120.49,3,False
R0000208,P000342,LP-LENOVO-STEALTH-2VQ-2022,BAT-LENOVO-STEALTH-2VQ-2022,Battery,2022-06-06,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,134.3,134.3,4,True
R0000209,P000342,LP-LENOVO-STEALTH-2VQ-2022,KBD-LENOVO-STEALTH-2VQ-2022,Keyboard,2022-02-22,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,End of Life,10.01,66.24,2,True
R0000210,P000344,LP-ASUS-ZEN-2E2-2023,MB-ASUS-ZEN-2E2-2023,Motherboard,2025-11-18,Power failure,Power failure reported for motherboard.,Component Replaced,505.59,505.59,7,False
R0000211,P000344,LP-ASUS-ZEN-2E2-2023,DSP-ASUS-ZEN-2E2-2023,Display,2025-05-05,Screen flickering,Screen flickering reported for display.,Component Replaced,369.3,369.3,8,False
R0000212,P000347,LP-HP-CREATOR-F1C-2019,RAM-HP-CREATOR-F1C-2019,RAM,2020-02-28,Memory error,Memory error reported for ram.,Repaired,41.11,114.22,4,False
R0000213,P000350,LP-MSI-CREATOR-U8R-2020,BAT-MSI-CREATOR-U8R-2020,Battery,2023-08-13,Battery not charging,Battery not charging reported for battery.,Repaired,54.71,145.35,1,False
R0000214,P000353,LP-SAMSUNG-AIR-JRV-2020,MB-SAMSUNG-AIR-JRV-2020,Motherboard,2021-04-01,Boot failure,Boot failure reported for motherboard.,End of Life,47.72,353.58,9,True
R0000215,P000353,LP-SAMSUNG-AIR-JRV-2020,BAT-SAMSUNG-AIR-JRV-2020,Battery,2024-06-16,Battery swelling,Battery swelling reported for battery.,Component Replaced,130.75,130.75,1,False
R0000216,P000353,LP-SAMSUNG-AIR-JRV-2020,KBD-SAMSUNG-AIR-JRV-2020,Keyboard,2021-12-24,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,66.62,66.62,1,False
R0000217,P000354,LP-HP-SLIM-HWU-2019,MB-HP-SLIM-HWU-2019,Motherboard,2022-03-04,Power failure,Power failure reported for motherboard.,Repaired,401.83,737.29,10,False
R0000218,P000354,LP-HP-SLIM-HWU-2019,RAM-HP-SLIM-HWU-2019,RAM,2022-12-12,RAM module failure,RAM module failure reported for ram.,Repaired,136.84,239.92,1,False
R0000219,P000355,LP-APPLE-ZEN-6KX-2022,KBD-APPLE-ZEN-6KX-2022,Keyboard,2022-10-15,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,99.04,99.04,5,True
R0000220,P000359,LP-LENOVO-AIR-QMB-2023,RAM-LENOVO-AIR-QMB-2023,RAM,2025-10-21,Memory error,Memory error reported for ram.,Component Replaced,201.64,201.64,4,False
R0000221,P000360,LP-GIGABYTE-NITRO-DGU-2020,BAT-GIGABYTE-NITRO-DGU-2020,Battery,2023-07-23,Battery not charging,Battery not charging reported for battery.,Component Replaced,106.87,106.87,2,False
R0000222,P000360,LP-GIGABYTE-NITRO-DGU-2020,KBD-GIGABYTE-NITRO-DGU-2020,Keyboard,2024-10-23,Key failure,Key failure reported for keyboard.,Component Replaced,53.35,53.35,5,False
R0000223,P000366,LP-MSI-ZEN-CE3-2024,MB-MSI-ZEN-CE3-2024,Motherboard,2024-08-27,Boot failure,Boot failure reported for motherboard.,Component Replaced,702.26,702.26,12,True
R0000224,P000367,LP-ACER-ZEN-G7M-2024,MB-ACER-ZEN-G7M-2024,Motherboard,2024-08-18,Boot failure,Boot failure reported for motherboard.,Component Replaced,681.82,681.82,14,True
R0000225,P000369,LP-GIGABYTE-PRO-YQN-2023,MB-GIGABYTE-PRO-YQN-2023,Motherboard,2026-08-29,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,351.1,351.1,10,False
R0000226,P000370,LP-LENOVO-STEALTH-NB8-2025,DSP-LENOVO-STEALTH-NB8-2025,Display,2026-08-02,Screen flickering,Screen flickering reported for display.,Repaired,140.7,452.94,6,False
R0000227,P000370,LP-LENOVO-STEALTH-NB8-2025,BAT-LENOVO-STEALTH-NB8-2025,Battery,2025-12-21,Battery swelling,Battery swelling reported for battery.,Component Replaced,218.4,218.4,2,True
R0000228,P000372,LP-ASUS-PRO-WU4-2019,DSP-ASUS-PRO-WU4-2019,Display,2025-09-23,Screen flickering,Screen flickering reported for display.,Component Replaced,409.32,409.32,5,False
R0000229,P000372,LP-ASUS-PRO-WU4-2019,BAT-ASUS-PRO-WU4-2019,Battery,2025-05-09,Battery not charging,Battery not charging reported for battery.,Component Replaced,172.85,172.85,3,False
R0000230,P000373,LP-DELL-THINK-ICI-2025,MB-DELL-THINK-ICI-2025,Motherboard,2026-04-05,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,238.06,565.25,15,True
R0000231,P000377,LP-ASUS-NITRO-6DF-2025,BAT-ASUS-NITRO-6DF-2025,Battery,2026-08-22,Battery degradation,Battery degradation reported for battery.,Component Replaced,186.07,186.07,3,True
R0000232,P000380,LP-GIGABYTE-SLIM-KCA-2020,DSP-GIGABYTE-SLIM-KCA-2020,Display,2020-03-05,Backlight failure,Backlight failure reported for display.,Repaired,106.58,314.21,9,True
R0000233,P000383,LP-HP-BLADE-48T-2024,RAM-HP-BLADE-48T-2024,RAM,2024-09-14,Memory error,Memory error reported for ram.,Component Replaced,149.48,149.48,4,True
R0000234,P000383,LP-HP-BLADE-48T-2024,KBD-HP-BLADE-48T-2024,Keyboard,2024-07-11,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,84.66,84.66,1,True
R0000235,P000384,LP-ASUS-BLADE-Y5Q-2022,MB-ASUS-BLADE-Y5Q-2022,Motherboard,2025-02-21,Boot failure,Boot failure reported for motherboard.,Component Replaced,486.34,486.34,9,False
R0000236,P000386,LP-APPLE-AIR-TWS-2023,DSP-APPLE-AIR-TWS-2023,Display,2025-02-26,Backlight failure,Backlight failure reported for display.,Component Replaced,578.82,578.82,8,False
R0000237,P000387,LP-SAMSUNG-NITRO-EJB-2023,MB-SAMSUNG-NITRO-EJB-2023,Motherboard,2024-09-19,System instability,System instability reported for motherboard.,Component Replaced,471.08,471.08,11,False
R0000238,P000387,LP-SAMSUNG-NITRO-EJB-2023,SSD-SAMSUNG-NITRO-EJB-2023,SSD,2025-01-27,Storage failure,Storage failure reported for ssd.,Repaired,106.14,199.39,3,False
R0000239,P000387,LP-SAMSUNG-NITRO-EJB-2023,KBD-SAMSUNG-NITRO-EJB-2023,Keyboard,2023-08-16,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,98.78,98.78,1,True
R0000240,P000388,LP-HP-PRO-YQX-2021,DSP-HP-PRO-YQX-2021,Display,2024-12-16,Display failure,Display failure reported for display.,Repaired,233.16,484.35,4,False
R0000241,P000390,LP-LENOVO-STEALTH-Q2R-2025,KBD-LENOVO-STEALTH-Q2R-2025,Keyboard,2025-07-05,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,126.56,126.56,4,True
R0000242,P000391,LP-DELL-ZEN-UM4-2020,MB-DELL-ZEN-UM4-2020,Motherboard,2021-06-08,Boot failure,Boot failure reported for motherboard.,Component Replaced,409.91,409.91,9,True
R0000243,P000391,LP-DELL-ZEN-UM4-2020,DSP-DELL-ZEN-UM4-2020,Display,2024-02-07,Screen flickering,Screen flickering reported for display.,End of Life,62.04,378.64,8,False
R0000244,P000391,LP-DELL-ZEN-UM4-2020,KBD-DELL-ZEN-UM4-2020,Keyboard,2025-10-13,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,32.16,84.26,3,False
R0000245,P000392,LP-HP-LEGION-974-2020,BAT-HP-LEGION-974-2020,Battery,2022-11-03,Battery degradation,Battery degradation reported for battery.,Component Replaced,141.61,141.61,2,True
R0000246,P000392,LP-HP-LEGION-974-2020,RAM-HP-LEGION-974-2020,RAM,2024-01-10,System crashes,System crashes reported for ram.,Component Replaced,120.23,120.23,3,False
R0000247,P000392,LP-HP-LEGION-974-2020,SSD-HP-LEGION-974-2020,SSD,2022-04-07,Performance degradation,Performance degradation reported for ssd.,Component Replaced,156.59,156.59,4,True
R0000248,P000397,LP-APPLE-THINK-BR0-2020,BAT-APPLE-THINK-BR0-2020,Battery,2024-12-06,Battery degradation,Battery degradation reported for battery.,Repaired,107.19,390.15,2,False
